Movie1,Movie2,Support,Confidence,Lift
Comedy nights with Kapil,The Intouchables,0.002009107956067506,0.5555555555555556,4.280472422887284
whole wheat Star Wars: Episode V - The Empire Strikes Back,The Intouchables,0.002009107956067506,0.5555555555555556,4.280472422887284
The Lord of the rings,The Lord of the Rings: The Fellowship of the Ring,0.0029466916688990086,0.25581395348837205,4.272722543051869
inception,The Intouchables,0.0021430484864720066,0.5517241379310345,4.250951923419096
Pulp Fiction,inception,0.0024109295472810074,0.4186046511627907,4.246334681496461
The Departed,The Lord of the Rings: The Fellowship of the Ring,0.0021430484864720066,0.25396825396825395,4.241894819076027
Pulp Fiction,The Departed,0.002009107956067506,0.21739130434782608,4.237711431490521
The Silence of the Lambs,Billa,0.002009107956067506,0.40540540540540543,4.233226233226233
The Lord of the rings,inception,0.0029466916688990086,0.4150943396226415,4.2107260049220665
inception,Interstellar,0.002276989016876507,0.20731707317073172,4.183322346736981
Comedy nights with Kapil,Schindler's List,0.003616394320921511,0.2109375,4.1773458222811675
The Lord of the rings,Billa,0.0024109295472810074,0.4,4.176783216783217
The Silence of the Lambs,The Lord of the Rings: The Fellowship of the Ring,0.002009107956067506,0.25,4.175615212527964
Billa,The Lord of the Rings: The Fellowship of the Ring,0.002009107956067506,0.25,4.175615212527964
The Departed,The Lord of the Rings: The Fellowship of the Ring,0.0029466916688990086,0.25,4.175615212527964
Pulp Fiction,Interstellar,0.004152156442539513,0.20666666666666667,4.170198198198198
12 Angry Men,inception,0.0024109295472810074,0.40909090909090917,4.149827075098815
Back to the Future,Interstellar,0.002009107956067506,0.20547945205479454,4.146242132543502
Comedy nights with Kapil,The Lord of the Rings: The Fellowship of the Ring,0.0028127511384945084,0.24705882352941175,4.126490327674694
The Lord of the rings,Billa,0.002009107956067506,0.39473684210526316,4.121825542878175
Kanan Gill Comedy,Comedy nights with Kapil,0.008036431824270024,0.2714932126696833,4.111497618239058
The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,0.0021430484864720066,0.27118644067796616,4.106851858218449
Kanan Gill Comedy,Comedy nights with Kapil,0.008036431824270024,0.2714932126696833,4.103174748566509
The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,0.0021430484864720066,0.27118644067796616,4.098538392918412
The Lord of the Rings: The Return of the King,The Shawshank Redemption,0.002009107956067506,0.35714285714285715,4.083351564209145
The Lord of the rings,Billa,0.00334851326011251,0.390625,4.07888986013986
Comedy nights with Kapil,Billa,0.00334851326011251,0.390625,4.07888986013986
The Lord of the rings,Billa,0.0021430484864720066,0.39024390243902446,4.074910455398261
Comedy nights with Kapil,The Lord of the Rings: The Fellowship of the Ring,0.0024109295472810074,0.24324324324324328,4.062760747324506
The Lord of the rings,inception,0.0024109295472810074,0.4,4.057608695652174
Billa,Comedy nights with Kapil,0.0021430484864720066,0.2666666666666667,4.038404327248141
Billa,Comedy nights with Kapil,0.0021430484864720066,0.2666666666666667,4.030229419703105
The Intouchables,Comedy nights with Kapil,0.002276989016876507,0.265625,4.022629310344827
The Lord of the rings,Comedy nights with Kapil,0.002276989016876507,0.265625,4.022629310344827
Comedy nights with Kapil,Billa,0.002009107956067506,0.3846153846153846,4.016137708445401
The Intouchables,Comedy nights with Kapil,0.002276989016876507,0.265625,4.014486336032389
The Lord of the rings,Comedy nights with Kapil,0.002276989016876507,0.265625,4.014486336032389
Comedy nights with Kapil,The Lord of the Rings: The Fellowship of the Ring,0.0024109295472810074,0.24000000000000002,4.008590604026846
Pulp Fiction,The Departed,0.0029466916688990086,0.205607476635514,4.008003709035894
The Lord of the Rings: The Fellowship of the Ring,inception,0.002009107956067506,0.39473684210526316,4.004219107551488
Interstellar,inception,0.006429145459416019,0.39344262295081966,3.9910905203136138
Pulp Fiction,The Lord of the Rings: The Fellowship of the Ring,0.0021430484864720066,0.23880597014925375,3.9886473671908913
inception,The Lord of the Rings: The Fellowship of the Ring,0.0021430484864720066,0.23880597014925375,3.9886473671908913
The Lion King,The Lord of the Rings: The Fellowship of the Ring,0.00334851326011251,0.2380952380952381,3.9767763928837754
Interstellar,inception,0.003616394320921511,0.391304347826087,3.969399810964083
Pulp Fiction,The Shawshank Redemption,0.002276989016876507,0.3469387755102041,3.9666843766603117
Interstellar,inception,0.00669702652022502,0.390625,3.962508491847826
The Lord of the Rings: The Fellowship of the Ring,inception,0.0030806321993035093,0.3898305084745763,3.954449152542373
Comedy nights with Kapil,The Lord of the Rings: The Fellowship of the Ring,0.0038842753817305118,0.23577235772357724,3.9379785744166167
Interstellar,inception,0.0025448700776855076,0.3877551020408163,3.9333961845607806
Comedy nights with Kapil,The Intouchables,0.00334851326011251,0.5102040816326531,3.931046102651587
Pulp Fiction,The Lord of the Rings: The Fellowship of the Ring,0.0021430484864720066,0.23529411764705885,3.929990788261614
The Intouchables,The Lord of the Rings: The Fellowship of the Ring,0.002678810608090008,0.2352941176470588,3.929990788261613
The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,0.0021430484864720066,0.25806451612903225,3.9081332199175556
Comedy nights with Kapil,The Lord of the Rings: The Fellowship of the Ring,0.002009107956067506,0.6818181818181819,3.900731452455591
The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,0.0021430484864720066,0.25806451612903225,3.9002220190675203
Comedy nights with Kapil,Prision Break,0.002009107956067506,0.23437499999999997,3.897202115812917
The Silence of the Lambs,The Shawshank Redemption,0.0021430484864720066,0.3404255319148936,3.8922159590759504
The Lord of the Rings: The Fellowship of the Ring,Billa,0.0025448700776855076,0.3725490196078431,3.8901412313177013
Once Upon a Time in the West,The Lord of the Rings: The Fellowship of the Ring,0.002276989016876507,0.23287671232876714,3.8896141705739944
The Lord of the Rings: The Fellowship of the Ring,inception,0.0024109295472810074,0.3829787234042553,3.8849444958371877
extra dark The Silence of the Lambs,Prision Break,0.0028127511384945084,0.23333333333333334,3.8798812175204156
The Lord of the Rings: The Fellowship of the Ring,The Lord of the rings,0.00334851326011251,0.2777777777777778,3.8764278296988577
Once Upon a Time in America,The Lord of the Rings: The Fellowship of the Ring,0.0030806321993035093,0.6764705882352942,3.870137480279469
The Lord of the Rings: The Fellowship of the Ring,The Lord of the rings,0.00334851326011251,0.2777777777777778,3.869195688225539
The Departed,The Silence of the Lambs,0.0024109295472810074,0.20454545454545459,3.8661680092059845
inception,The Lord of the rings,0.0024109295472810074,0.276923076923077,3.8645003594536314
inception,The Lord of the rings,0.0024109295472810074,0.276923076923077,3.8572904707233078
nonfat The Intouchables,The Lord of the Rings: The Fellowship of the Ring,0.0024109295472810074,0.23076923076923078,3.8544140423335054
Comedy nights with Kapil,The Intouchables,0.002009107956067506,0.5,3.8524251805985554
Comedy nights with Kapil,The Intouchables,0.003616394320921511,0.5,3.8524251805985554
Billa,The Intouchables,0.004018215912135012,0.5,3.8524251805985554
Pulp Fiction,The Pianist,0.002009107956067506,0.36585365853658536,3.8363250205535766
The Wolf of Wall Street,inception,0.005357621216180016,0.3773584905660377,3.8279327317473335
The Departed,The Lord of the Rings: The Fellowship of the Ring,0.0021430484864720066,0.6666666666666667,3.8140485312899113
Casablanca,Billa,0.0030806321993035093,0.36507936507936506,3.812143412143412
The Lord of the Rings: The Return of the King,The Shawshank Redemption,0.0021430484864720066,0.33333333333333337,3.811128126595202
Back to the Future,inception,0.002009107956067506,0.375,3.804008152173913
The Intouchables,whole wheat Star Wars: Episode V - The Empire Strikes Back,0.0025448700776855076,0.22352941176470587,3.801527535843494
crimes of grindelwald,Harry Potter 2,0.0057594428073935175,0.3006993006993007,3.7986818595955647
The Lion King,Billa,0.0021430484864720066,0.3636363636363637,3.797075651621107
Pulp Fiction,Billa,0.0021430484864720066,0.3636363636363637,3.797075651621107
The Silence of the Lambs,Comedy nights with Kapil,0.002009107956067506,0.25,3.786004056795132
Back to the Future,The Lord of the rings,0.0021430484864720066,0.27118644067796616,3.784444796451767
Comedy nights with Kapil,The Silence of the Lambs,0.0024109295472810074,0.2,3.780253164556962
